KsiazkaId,Tytul,Autor,Opis,Kategoria,Opis_en
592,De eF,Artur Żurek,"Pisarz Henryk Zamroz podejmuje się napisania fabularyzowanych wspomnień morderczyni, która po dwudziestu pięciu latach opuszcza zakład karny. Autor i była skazana ukrywają się przed oburzonymi obywatelami na Przedgórzu Sudeckim w uroczych Ząbkowicach Śląskich – miasteczku, które przez sześćset lat nosiło nazwę Frankenstein. Schronienie znajdują w domu entuzjastki lokalnej historii. Zło i tragiczne zdarzenia z przeszłości niemal dosłownie wylewają się na ulice uroczego miasteczka. 

– No właśnie. To o chłopcu pan słyszał. Tym, co go martwego na starym cmentarzu znaleźli. – Mężczyzna zamyślił się. – Właściwie cmentarz to dobre miejsce dla nieboszczyka. Byłoby gorzej, gdyby martwych z cmentarza wyciągali… Jak ci grabarze przed wiekami… /fragment książki/

Czy kobiety, z którymi Zamroz zamieszkał, są sprawczyniami zła czy jego ofiarami? Czy pisarz może je ochronić przed niebezpieczeństwem? A może to jego życie jest zagrożone?

De eF to kolejny mroczny kryminał Artura Żurka, w którym rzeczywistość miesza się z wyobraźnią, a dobro ze złem.",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS reality is mixed with imagination, and good with evil."
3006,Totentanz. Cykl Cienie przeszłości. Tom 3,Mieczysław Gorzka,"„Nie da się uciec od nierozwiązanych problemów z przeszłości. Rany same się nie zabliźniają, mogą tylko przyschnąć. Wystarczy drzazga, żeby znowu zaczęły krwawić”.
Śmierć objęła rządy w mieście. Wśród młodzieży mnożą się samobójstwa, wrocławska policja znajduje zwłoki zamordowanych młodych kobiet, płatny zabójca rozwiązuje problemy w światku handlarzy narkotyków. Kiedy spotyka się twarzą w twarz z komisarzem Marcinem Zakrzewskim, rzuca mu wyzwanie. Rozpoczyna się bezwzględna rywalizacja. Żeby złapać mordercę, Zakrzewski musi zmierzyć się z najmroczniejszą stroną swojej natury. Musi dokonać niemożliwego – zatańczyć ze śmiercią i przeżyć.
Policjanci Marcin Zakrzewski, Paulina Czerny i Parol Szawczak powracają w trzeciej części cyklu kryminalnego „Cienie przeszłości”. Czy cena, jaką przyjdzie im zapłacić za zaangażowanie w sprawę, nie będzie zbyt wysoka? Czy to będzie ich ostatnie wspólne śledztwo?",Kryminał,"
""You can't escape from unresolved issues from the past. Wounds don't heal on their own, they can only dry up. All it takes is a splinter to start bleeding again.""
Death has taken over the city. Suicides are multiplying among the youth, the Wrocław police find the bodies of murdered young women, a hired killer solves problems in the world of drug dealers. When he meets face to face with Commissioner Marcin Zakrzewski, he challenges him. A ruthless rivalry begins. In order to catch the murderer, Zakrzewski must face the darkest side of his nature. He must do the impossible - dance with death and survive.
Police officers Marcin Zakrzewski, Paulina Czerny and Parol Szawczak return in the third part of the crime series ""Shadows of the Past"". Will the price they will have to pay for their involvement in the case not be too high? Will this be their last joint investigation?"
886,Gąszcz,Sara Strömberg,"Agnieszka, dziennikarka dużej gazety, ujawnia gigantyczną aferę na najwyższych szczeblach władzy. Czy Keller, jeden z najbogatszych Polaków, faktycznie rządzi naszym przemysłem naftowym? Artykuł – „bomba, która wstrząśnie całym światem politycznym” – wstrząsa też życiem prywatnym Agnieszki. W wieczór poprzedzający ukazanie się tekstu poznaje Jarka. Mężczyzna, u którego spędza noc, okazuje się... synem Kellera. 
Jak działa dziennikarstwo śledcze? W jaki sposób biznesmeni uzależniają od siebie dziennikarzy? Komu uwierzyć, skoro nie można ufać nawet... zaufanym informatorom? Po przeczytaniu tej książki będziecie inaczej czytać gazety!",Kryminał,"
Agnieszka, a journalist for a large newspaper, reveals a gigantic scandal at the highest levels of power. Does Keller, one of the richest Poles, actually rule our oil industry? The article – “a bombshell that will shake the entire political world” – also shakes Agnieszka’s private life. On the evening before the article is published, she meets Jarek. The man with whom she spends the night turns out to be... Keller’s son. How does investigative journalism work? How do businessmen make journalists dependent on themselves? Who can you believe, when you can’t even trust... trusted informants? After reading this book, you will read newspapers differently!"
1787,Nawet diabeł go nie chce. Seria z detektyw Katie Maguire. Tom 12,Graham Masterton,"TEJ KOBIETY NIE DA SIĘ POWSTRZYMAĆ. KATIE MAGUIRE POWRACA!

W Cork dochodzi do serii zamachów bombowych, które wywołują chaos w mieście i budzą strach mieszkańców. Nikt nie wie, kto jest za nie odpowiedzialny i jaki jest motyw sprawców.

MORDERCZA KRUCJATA
Eksplozja budynku w śródmieściu Cork budzi grozę wśród miejscowej społeczności. W wybuchu giną dwie osoby i choć początkowo uważa się, że ich śmierć jest tragicznym skutkiem wycieku gazu – przeszłość ofiar sugeruje coś innego.
TERROR Z PRZESZŁOŚCI
Cel ataków wydaje się jasny: Dripsey Dozen, grupa stworzona przez potomków pięciu lokalnych bojowników IRA, którzy zostali straceni za swoje zbrodnie w 1921 roku.
POLICYJNY SPISEK
Chociaż jednak ocalałych członków grupy umieszczono w bezpiecznych i ściśle tajnych kryjówkach, zamachy nie ustają. Najwyraźniej któryś z funkcjonariuszy z posterunku na Anglesea Street jest kretem i dostarcza poufnych informacji terroryście.
Zawieszona w czynnościach detektyw Katie Maguire ma szansę wrócić do służby – i powstrzymać szalonego sprawcę przed całkowitym zniszczeniem Cork...
Dwunasta część cyklu kryminalnego z detektyw Katie Maguire.

Jeden z najbardziej ekscytujących brytyjskich autorów powieści kryminalnych.
 Jeśli jeszcze nie znacie tej serii, najwyższy czas po nią sięgnąć.
„Daily Mail”
Solidny thriller z wspaniale wykreowaną bohaterką.
„Irish Independent”
Graham Masterton zna się na opowiadaniu historii.
„New York Journal of Books”
Każdy fan zagadek kryminalnych powinien sięgnąć po tę książkę.
„Irish Examiner”",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
753,Dziewczyna z wymiany,Nelle Lamarr,"DŁUGIE BLOND WŁOSY. BŁYSZCZĄCE CIEMNE OCZY. IDEALNE PERŁOWOBIAŁE ZĘBY.
ZJAWIŁA SIĘ W TWOIM DOMU. ALE CZY NA PEWNO WIESZ DLACZEGO?

Nigdy wcześniej jej nie spotkałam, ale od razu wiem, że to właśnie ona, gdy tylko dostrzegam ją w tłumie na lotnisku. Ponieważ nasz nowy gość jest wierną kopią córki, którą niedawno straciliśmy. I właśnie dlatego ją wybrałam.

W chwili, gdy Tanya wchodzi do naszego domu, czuję, jakby moje dziecko wróciło do życia. Studentka z wymiany, z długimi blond włosami i smukłą sylwetką, tak bardzo przypomina Anabel, że czasami mogę niemal udawać, że córka nie zginęła w tamtym tragicznym wypadku.

Tanya jest naprawdę idealnym gościem – miła, uprzejma i zawsze chętna do pomocy w kuchni. Nareszcie ktoś komplementuje mój piękny dom i cieszy się domowymi obiadami, które przyrządzam. A kiedy zadaje pytania o moje życie, czuję, że wreszcie znalazłam kogoś, komu mogę się zwierzyć.

Moja młodsza nastoletnia córka, Paige, nie jest zadowolona z obecności gościni. Uważa, że to dziwne, że Tanya wygląda jak Anabel i nie cierpi, gdy nosi stare ubrania jej siostry. No ale relacje pomiędzy Paige i Anabel zawsze były napięte... A ja jestem pewna, że pojawienie się innej nastolatki w tym domu pomoże uzdrowić naszą rodzinę.

Teraz Paige nalega, żebym sprawdziła akta Tanyi. Jest przekonana, że dziewczyna nie jest tym, za kogo się podaje. Już dawno temu nauczyłam się, że czasami lepiej nie zadawać pytań, na które nie chce się znać odpowiedzi. Zdecydowanie nie chcę, żeby Paige ciągnęła ten wątek... ponieważ sama nabieram podejrzeń, że Tanya może jednak mieć jakiś sekret. Ale jestem pewna, że to drobiazg w porównaniu z tym, którego sama strzegę...
Intrygujący thriller psychologiczny z niemożliwym do przewidzenia twistem.

Powieść idealna dla wielbicieli prozy B.A. Paris, Jenny Blackhurst, Pauli Hawkins i Colleen Hoover.

Nelle Lamarr to pseudonim bestsellerowej autorki romansów, Nelle L’Amour, która była współtwórczynią i współproducentką popularnego serialu dla młodzieży z lat 90., „Power Rangers”.",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS a series for young people from the 1990s, ""Power Rangers""."
172,Aż po grób,Nora Roberts,"Porywający thriller z bestsellerowego cyklu Oblicza śmierci

Kolejny tom bestsellerowej serii, w której policjantka Eve Dallas musi stawić czoła najtrudniejszemu dotąd przeciwnikowi, czyli swojemu tajemniczemu adoratorowi, który zabija bez litości.

Anonimowy zamachowiec prześladuje Nowy Jork. Raz po raz wysyła do Eve Dallas listy, w których szydzi z niej i przyrzeka, że zemści się na mieszkańcach tego zepsutego miasta. I gdy jego kolejne groźby zaczynają dotykać jej bliskich, Eve postanawia odeprzeć atak.

Po raz kolejny pani porucznik staje do wyścigu z czasem, tym razem próbując ocalić losy mieszkańców całego miasta…",Kryminał,"
A gripping thriller from the bestselling Faces of Death series
The next volume of the bestselling series in which policewoman Eve Dallas must face her most difficult opponent yet: her mysterious admirer who kills without mercy.
An anonymous bomber stalks New York City, repeatedly sending Eve Dallas letters, taunting her and promising revenge on the residents of this corrupt city. And when his subsequent threats begin to affect those close to her, Eve decides to fight back.
Once again, the lieutenant finds herself in a race against time, this time trying to save the fate of the inhabitants of an entire city…"
3065,Tylko jedno spojrzenie,Harlan Coben,"„Życie Grace Lawson zaczęło się rozpadać, kiedy poszła odebrać zdjęcia”.

W zwyczajne popołudnie, które miało się okazać ostatnim zwyczajnym popołudniem w jej życiu, Grace zaczęła przeglądać odbitki z rodzinnej wycieczki. Uśmiechnięte twarze córki, syna i Jacka – kochanego męża… A za chwilę – fotografia z zupełnie innych czasów, z pięcioma obcymi osobami.

Obcymi…? Jedna twarz wygląda bardzo znajomo… Zupełnie jakby Jack, tylko młodszy o dwadzieścia lat. Ale jej mąż zaprzecza, że znajduje się na zdjęciu. A tej samej nocy znika bez śladu.

Grace jest zdecydowana zrobić wszystko, aby odnaleźć Jacka i odkryć prawdę o podrzuconym zdjęciu. Nie wie jednak, że do tego samego dążą też inni – a wśród nich pewien zawzięty zabójca…

Gdy już myślimy, że wszystko stało się nareszcie jasne, [Coben] serwuje nam ostateczna woltę. Dzięki tym wszystkim zabiegom ciężko tę książkę odłożyć.
Gaja Grzegorzewska, portalkryminalny.pl
Mnóstwo adrenaliny, ale też wędrówka przez gabinet luster, w których możemy się obejrzeć. Właśnie w tym Coben jest najlepszy.
„The Houston Chronicle”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS we can take a look. That's what Coben is best at.
""The Houston Chronicle"""
66,Akta Odessy,Frederick Forsyth,"Jedna z najsłynniejszych powieści Fredericka Forsytha, sfilmowana w 1974 z Jonem Voightem i Maximilianem Schellem w głównych rolach. W końcowej fazie II wojny światowej, gdy ostateczna klęska Trzeciej Rzeszy wydawała się nieunikniona, dowódcy kierowanej przez Himmlera SS rozpoczęli przygotowania do ucieczki.
Z Niemiec wywieziono znaczne ilości złota, które zdeponowano na tajnych kontach bankowych; spreparowano fałszywe dokumenty tożsamości mające umożliwić nazistowskim oprawcom rozpoczęcie nowego życia w powojennej Europie i na innych kontynentach. Gdy w końcu alianci zajęli Berlin, okazało się, że większość esesmanów zniknęła. Dysponująca ogromnymi funduszami Tajna Organizacja Byłych Członków SS, w skrócie „Odessa”, zaczęła pod koniec lat 40. prowadzić aktywną działalność w Niemczech Zachodnich, dbając o bezpieczeństwo i interesy byłych oficerów złowrogiej formacji oraz bezwzględnie rozprawiając się ze wszystkimi, którzy próbowali wejść jej w drogę. Pewnego dnia dziennikarz śledczy Peter Miller otrzymuje pamiętnik pozostawiony przez samobójcę – niemieckiego Żyda Salomona Taubera, w 1941 wywiezionego przez nazistów do getta w Rydze. Komendantem obozu, w którym śmierć poniosło ponad 80 tysięcy osób, był kapitan SS Eduard Roschmann, bezwzględny sadysta, nazywany „Rzeźnikiem z Rygi”. Okazuje się, że zbrodniarz żyje i cieszy się wolnością – Tauber widział go niedawno w Hamburgu. Miller jest wstrząśnięty pamiętnikiem i opisami przerażających zbrodni. Postanawia wytropić Roschmanna.

Zbiera informacje, rekonstruuje życiorys komendanta. Jego prywatne śledztwo, zataczające stopniowo coraz szersze kręgi, naprowadza go na trop „Odessy”. Zaniepokojona działalnością Millera organizacja, w której Roschmann odgrywa istotną rolę, wysyła za dziennikarzem zawodowego zabójcę. Poczynania samotnego mściciela obserwują także agenci izraelskiego Mossadu. Zaczyna się międzynarodowe polowanie...",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
612,Diabelska alternatywa,Frederick Forsyth,"O krok od katastrofy ekologicznej, a może nawet III wojny światowej.
Rok 1982. Świat w obliczu kryzysu, zagrożony wybuchem III wojny światowej. ZSRR brakuje ziarna, grozi mu klęska głodu na niespotykaną skalę. Kreml łakomym okiem spogląda na kraje Europy Zachodniej, rozważając uderzenie taktyczne nawet z użyciem broni nuklearnej. Sekretarz generalny KPZR potrzebuje 50 milionów ton amerykańskiego ziarna, aby nie dopuścić do zrealizowania tego scenariusza.

Tymczasem z rąk zamachowców ginie szef KGB. Zabójcy uciekają do Berlina Zachodniego, gdzie zostają ujęci. Ich mocodawca, fanatyczny Ukrainiec Andrew Drake, porywa norweski tankowiec Freya wiozący milion ton ropy i żąda uwolnienia swoich towarzyszy – inaczej skazi całe Morze Północne.

Prezydent USA staje przed „diabelską alternatywą” – każda jego decyzja może mieć fatalne następstwa. Adam Munro, brytyjski szpieg zainstalowany w Moskwie, jest jedynym człowiekiem mogącym rozwiązać kryzys i zapobiec katastrofie ekologicznej i wybuchowi nuklearnego konfliktu.

Ale i on nie jest pewny, po czyjej jest stronie...",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS the outbreak of a nuclear conflict.

But he's not sure whose side he's on either..."
2425,Psy wojny,Frederick Forsyth,"Jest tysiąc dziewięćset siedemdziesiąty rok. Badacz Jack Mulrooney znajduje olbrzymie złoża platyny wewnątrz Góry Kryształowej w afrykańskiej republice Zangaro, rządzonej przez dyktatora Jeana Kimbę. Gdy dowiaduje się o tym londyński przedsiębiorca Sir James Manson, postanawia doprowadzić do przewrotu stanu w Zangaro i przekazać władzę w republice marionetkowemu prezydentowi, który umożliwi jego spółce Manson Consolidated swobodną eksploatację złóż. W tym celu pracownik Mansona, Simon Endean, zatrudnia irlandzkiego najemnika Carlosa Alfreda Thomasa (Cata) Shannona, zlecając mu przeprowadzenie rekonesansu w Zangaro, a następnie zebranie oddziału najemników i przygotowanie ataku na pałac prezydenta Kimby.",Kryminał,"
The year is nineteen hundred and seventy. Researcher Jack Mulrooney finds huge deposits of platinum inside the Crystal Mountain in the African republic of Zangaro , ruled by dictator Jean Kimba . When London entrepreneur Sir James Manson finds out about it, he decides to bring about a coup d'état in Zangaro and transfer power in the republic to a puppet president who will allow his company Manson Consolidated to freely exploit the deposits. To this end, Manson's employee Simon Endean hires Irish mercenary Carlos Alfred Thomas (Cat) Shannon , ordering him to conduct reconnaissance in Zangaro , and then gather a team of mercenaries and prepare an attack on President Kimba's palace ."
1075,Jack Reacher: Siła perswazji (wydanie serialowe),Lee Child,"Siódma powieść z najpopularniejszej na świecie serii sensacyjnej. 

ZASADY, JAKIMI KIERUJE SIĘ JACK REACHER, PRZYSPARZAJĄ MU MNÓSTWA WROGÓW…

„Nigdy nie wybaczaj, nigdy nie zapominaj”.
To jedna z nich. Na pewno nie wybaczył Francisowi Xavierowi Quinnowi, oficerowi wywiadu wojskowego, który próbował sprzedać Irakowi amerykańskie plany strategiczne. I wcale nie zmartwił się jego śmiercią. Tylko że Quinn nie zginął. Po dziesięciu latach Reacher widzi go wysiadającego z czarnego cadillaca pod bostońską filharmonią.
„Nie przepraszaj, z niczego się nie tłumacz”. 
To kolejna z jego zasad. I Reacher konsekwentnie się do niej stosuje: kiedy podczas jego interwencji przy próbie porwania pewnego studenta ginie kilka osób, nie zamierza składać żadnych wyjaśnień. 
Czyżby przestał odróżniać dobro od zła? A może po prostu nie znosi niezałatwionych do końca spraw?

Oparty na powieści „Siła perswazji” trzeci sezon serialu „Reacher” z Alanem Ritchsonem w roli tytułowej już na początku 2025 roku wyłącznie na platformie Prime.

Jack Reacher, najbardziej samotny z wilków… Uwaga: można się od niego uzależnić.
„San Francisco Chronicle”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS year exclusively on the Prime platform.

Jack Reacher, the loneliest of wolves… Note: you can get addicted to him.
""San Francisco Chronicle"""
539,Czerwone liście,Paullina Simons,"Pełna napięcia, klaustrofobiczna i wciągająca bez reszty. Kontynuacja serii sprzedanej w blisko milionie egzemplarzy.

Na terenie uniwersyteckiego kampusu w Nowej Anglii pod warstwą śniegu zostaje znalezione nagie, zamarznięte ciało pięknej studentki. Dlaczego nikt z jej znajomych nie zgłosił zaginięcia?

Spencer O'Malley, detektyw prowadzący śledztwo, szybko zostaje wciągnięty w niepokojący świat czwórki studentów: Jima, Connie, Alberta i Kristiny. O'Malley odkrywa, że przyjaciele, którzy wspólnie się bawili, studiowali i, od czasu do czasu, sypiali ze sobą, mieli własne sekrety, z plątaniny których zaczyna się wyłaniać szokująca prawda.

Paullina Simons urodziła się w Leningradzie (1963) i jako dziesięciolatka wyemigrowała z rodziną do Stanów Zjednoczonych. Jest autorką wielu bestsellerowych powieści, z których największą sławę przyniosła jej saga o losach Tatiany i Aleksandra: ""Jeździec miedziany"", ""Tatiana i Aleksander"", ""Ogród Letni"" oraz seria powieści kryminalnych: ""Jedenaście godzin"", ""Czerwone liście"" oraz ""Tully"". Ta ostatnia wkrótce ukaże się nakładem Świata Książki.",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS “Eleven Hours,” “Red Leaves,” and “Tully.” The latter will soon be published by the Book World."
144,Arsene Lupin. Kryształowy korek,Maurice Leblanc,"Kryształowy korek Maurice’a Leblanca to jedna z powieści o Arsene Lupinie, słynnym „dżentelmenie włamywaczu"" i mistrzu kamuflażu. Książka łączy elementy kryminału, sensacji i tajemnicy, będąc jedną z bardziej dynamicznych opowieści w serii o Lupinie.

Historia rozpoczyna się od tajemniczego morderstwa w domu rodziny Kesselbachów, gdzie ofiarą pada Rudolf Kesselbach, zamożny przedsiębiorca. Przy jego ciele odnalezione zostają nietypowe wskazówki, w tym kryształowy korek, który staje się kluczowym elementem zagadki. Arsene Lupin, nieoczekiwanie zaangażowany w tę sprawę, wplątuje się w niebezpieczną intrygę, której stawką są wielkie pieniądze, tajemnicze dokumenty i... władza nad światem przestępczym.

Lupin musi zmierzyć się z przebiegłym i bezwzględnym przeciwnikiem – paryskim kryminalistą. Równocześnie próbuje odkryć znaczenie kryształowego korka i jego związek z ukrytymi tajemnicami.",Kryminał," The Crystal Stopper by Maurice Leblanc is one of the novels about Arsène Lupin, the famous ""gentleman burglar"" and master of disguise. The book combines elements of crime, thriller and mystery, being one of the more dynamic stories in the Lupin series.
The story begins with a mysterious murder in the Kesselbach family home , where the victim is Rudolf Kesselbach , a wealthy entrepreneur. Unusual clues are found on his body, including a crystal cork, which becomes a key element of the puzzle. Arsene Lupin, unexpectedly involved in this case, becomes entangled in a dangerous intrigue, the stakes of which are big money, mysterious documents and... power over the criminal world.
Lupin must face a cunning and ruthless opponent – a Parisian criminal. At the same time, he tries to discover the meaning of the crystal stopper and its connection to hidden secrets."
741,Dzień Szakala,Frederick Forsyth,"PIERWSZA, NAJSŁYNNIEJSZA POWIEŚĆ FREDERICKA FORSYTHA PORÓWNYWANA DO IGŁY KENA FOLLETTA!

KSIĄŻKA STAŁA SIĘ ŚWIATOWYM BESTSELLEREM I ZAPOCZĄTKOWAŁA NIESŁABNĄCĄ POPULARNOŚĆ TWÓRCZOŚCI FREDERICKA FORSYTHA NA ŚWIECIE

Początek lat 60. Po kolejnym nieudanym zamachu na prezydenta Francji Charlesa de Gaulle'a organizacja terrorystyczna OAS wynajmuje zawodowego zabójcę. Tajemniczy Anglik posługujący się pseudonimem ""Szakal"", układa misterny plan zamachu. 
O zamiarach OAS dowiadują się służby specjalne. Ale jak ścigać mordercę, skoro nikt nie wie, jak wygląda, jakim nazwiskiem się posługuje, gdzie przebywa? Rozpoczyna się dramatyczny pojedynek pomiędzy bezwzględnym i nieprzeciętnie inteligentnym zabójcą a skrępowanym przez biurokrację komisarzem Claude'em Lebelem. 
Szakal z łatwością wymyka się z kolejnych pułapek... 
POWIEŚĆ EKRANIZOWANO DWA RAZY – W 1973 I 1997 ROKU",Kryminał,"
FREDERICK FORSYTH'S FIRST, MOST FAMOUS NOVEL COMPARED TO KEN FOLLETT'S THE NEEDLE!
THE BOOK BECAME A WORLD BESTSELLER AND INITIATED THE UNDISCONDITIONAL POPULARITY OF FREDERICK FORSYTH'S WORKS AROUND THE WORLD
Early 1960s. After another failed assassination attempt on French President Charles de Gaulle, the terrorist organization OAS hires a professional assassin. A mysterious Englishman using the pseudonym ""Jackal"" devises an elaborate assassination plan.
The OAS's intentions are discovered by the secret services. But how can they pursue the murderer when no one knows what he looks like, what name he uses, or where he is? A dramatic duel begins between the ruthless and exceptionally intelligent killer and the bureaucracy-bound Commissioner Claude Lebel .
The Jackal easily escapes from each trap...
THE NOVEL WAS ADAPTED TO THE SCREEN TWICE – IN 1973 AND 1997."
3527,Zarzut,Steve Cavanagh,"Zagadka zamkniętego pokoju. Niewinny klient. Żona w niebezpieczeństwie. 
Czy śmiały prawnik Eddie Flynn zdoła wywinąć się z potrzasku zastawionego przez agencje rządowe? 
I czy ocali klienta przed wyrokiem skazującym?

Miliarder David Child przysięga, że nie zamordował swojej dziewczyny, Clary. Jednak dowody niezbicie wskazują na niego: na nagraniu z monitoringu nie widać, żeby ktokolwiek inny wchodził do ich mieszkania, narzędzie zbrodni znaleziono w jego samochodzie, a na jego ciele i ubraniu odkryto ślady wystrzałów z broni palnej, których obecności nie potrafi wyjaśnić.

Agenci rządowi uważają, że aresztowanie Davida i jego oczywista wina to okoliczności, które pomogą im w rozprawieniu się z pewną kancelarią prawną zaangażowaną w proceder prania brudnych pieniędzy. O ile tylko uda im się nakłonić go do przyznania się do winy.

Eddie Flynn, dawniej oszust, a obecnie adwokat, ma przekonać Davida do dostarczenia agentom dowodów obciążających wspólników kancelarii, dla której opracował system bezpieczeństwa komputerowego. Jeśli nie zdoła nakłonić do tego klienta, wsadzą do więzienia żonę Eddiego, która kiedyś popełniła mały błąd.  

W miarę jak agenci naciskają na Eddiego, by David przyznał się do winy, adwokat jest coraz mocniej przekonany, że klient mówi prawdę. Musi tylko znaleźć sposób, by udowodnić jego niewinność i dowiedzieć się, jak został wrobiony w morderstwo. Stawka jest jednak wysoka: żonie Eddiego grozi niebezpieczeństwo. 
I to nie tylko ze strony agencji rządowych…

Thriller prawniczy utalentowanego pisarza, który od pierwszej powieści depcze po piętach mistrzom gatunku: Johnowi Grishamowi i Scottowi Turowowi.

Genialna książka – dawno się tak dobrze nie bawiłem!
John Connolly
Porywający thriller prawniczy… Zawiły, krwawy i niesamowicie realistyczny.
Ian Rankin
Młode pokolenie wielbicieli thrillerów prawniczych pokocha Steve’a Cavanagha. John Grisham ma godnego następcę.
Sarah Pinborough
Nawet jeśli zwykle nie czytasz dramatów sądowych, dla Cavanagha musisz zrobić wyjątek. Inteligentna i porywająca fabuła na najwyższym poziomie po prostu zwala z nóg – jak już zaczniesz, nie ruszysz się z miejsca, zanim nie skończysz. 
Northern Crime
Thriller prawniczy o nieprawdopodobnym tempie i niezliczonych zwrotach akcji, który z pewnością zachwyci fanów Johna Grishama i Michaela Connelly’ego.
„Library Journal”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS court, you have to make an exception for Cavanagh. The intelligent and thrilling storyline at the highest level just knocks you off your feet – once you start, you won't move until you're done. 
Northern Crime
A legal thriller with an incredible pace and countless twists that will surely delight fans of John Grisham and Michael Connelly.
'Library Journal'"
